Restaurant Name,Country Code,City,Locality,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Country
Tibb's Frankie,1,New Delhi,Greater Kailash (GK) 1,Fast Food,200,rupees,No,No,No,No,1,3.6,Yellow,Good,66,India
Tirupati Vrindavan,1,New Delhi,Greater Kailash (GK) 1,South Indian,500,rupees,No,No,No,No,2,3.7,Yellow,Good,53,India
Wagh Bakri Tea Lounge,1,New Delhi,Greater Kailash (GK) 1,Cafe,400,rupees,No,No,No,No,1,3.7,Yellow,Good,48,India
Depot48,1,New Delhi,Greater Kailash (GK) 1,"American, Mexican, Finger Food",1800,rupees,Yes,Yes,No,No,3,4.2,Green,Very Good,107,India
Dezertfox,1,New Delhi,Greater Kailash (GK) 1,"Bakery, Desserts",550,rupees,No,Yes,No,No,2,4.1,Green,Very Good,160,India
Druk,1,New Delhi,Greater Kailash (GK) 1,"Continental, Chinese, Thai",1000,rupees,Yes,No,No,No,3,4.1,Green,Very Good,22,India
Gastronomica Kitchen & Bar,1,New Delhi,Greater Kailash (GK) 1,"European, Asian, North Indian, Italian, Continental, Pizza",1400,rupees,Yes,Yes,No,No,3,4.1,Green,Very Good,826,India
Karate Kitchen,1,New Delhi,Greater Kailash (GK) 1,"Asian, Chinese, Thai",950,rupees,No,Yes,No,No,2,4.4,Green,Very Good,42,India
Nimtho,1,New Delhi,Greater Kailash (GK) 1,Nepalese,750,rupees,No,Yes,No,No,2,4.0,Green,Very Good,62,India
Noshi - Yum Asian Delivery,1,New Delhi,Greater Kailash (GK) 1,"Chinese, Thai, Japanese",1000,rupees,No,Yes,No,No,3,4.2,Green,Very Good,111,India
Nutri Punch,1,New Delhi,Greater Kailash (GK) 1,Healthy Food,600,rupees,No,No,No,No,2,4.0,Green,Very Good,158,India
Pho King Awesome,1,New Delhi,Greater Kailash (GK) 1,Asian,850,rupees,No,Yes,No,No,2,4.1,Green,Very Good,253,India
Roadhouse Cafe,1,New Delhi,Greater Kailash (GK) 1,"Continental, Italian",1400,rupees,Yes,Yes,No,No,3,4.1,Green,Very Good,68,India
Sakley's The Mountain Cafe,1,New Delhi,Greater Kailash (GK) 1,"Cafe, Italian, Continental, Fast Food",1900,rupees,No,No,No,No,3,4.3,Green,Very Good,1327,India
Shikhara,1,New Delhi,Greater Kailash (GK) 1,"North Indian, Mughlai",800,rupees,No,Yes,No,No,2,4.2,Green,Very Good,237,India
Sinyora's,1,New Delhi,Greater Kailash (GK) 1,Italian,500,rupees,No,Yes,No,No,2,4.0,Green,Very Good,51,India
Stop My Starvation,1,New Delhi,Greater Kailash (GK) 1,"Desserts, Fast Food",450,rupees,No,Yes,No,No,1,4.3,Green,Very Good,83,India
The Grill Kitchen - Gourmet,1,New Delhi,Greater Kailash (GK) 1,"North Indian, Continental",800,rupees,No,Yes,No,No,2,4.1,Green,Very Good,81,India
The Sugar Cube,1,New Delhi,Greater Kailash (GK) 1,"Bakery, Desserts",500,rupees,No,No,No,No,2,4.1,Green,Very Good,173,India
A Lot Like Cake,1,New Delhi,Greater Kailash (GK) 2,"Bakery, Desserts",350,rupees,No,No,No,No,1,3.1,Orange,Average,7,India
A W Foods,1,New Delhi,Greater Kailash (GK) 2,North Indian,500,rupees,No,No,No,No,2,3.4,Orange,Average,44,India
Angels in my Kitchen,1,New Delhi,Greater Kailash (GK) 2,"Bakery, Desserts, Fast Food",350,rupees,No,Yes,No,No,1,2.9,Orange,Average,77,India
Brown Sugar,1,New Delhi,Greater Kailash (GK) 2,"Cafe, Fast Food, Continental",1000,rupees,No,Yes,No,No,3,3.2,Orange,Average,12,India
Cakes and Bakes,1,New Delhi,Greater Kailash (GK) 2,"Bakery, Fast Food",300,rupees,No,No,No,No,1,3.2,Orange,Average,9,India
CDB Cafe,1,New Delhi,Greater Kailash (GK) 2,"North Indian, Chinese, Continental, Italian",1800,rupees,Yes,No,No,No,3,3.4,Orange,Average,35,India
Chungwa,1,New Delhi,Greater Kailash (GK) 2,"Chinese, Thai, Seafood",1100,rupees,Yes,Yes,No,No,3,3.3,Orange,Average,489,India
Domino's Pizza,1,New Delhi,Greater Kailash (GK) 2,"Pizza, Fast Food",700,rupees,No,No,No,No,2,3.2,Orange,Average,138,India
Fudged,1,New Delhi,Greater Kailash (GK) 2,"Desserts, Bakery",400,rupees,No,No,No,No,1,3.0,Orange,Average,17,India
Gopala,1,New Delhi,Greater Kailash (GK) 2,"Mithai, Street Food",250,rupees,No,No,No,No,1,3.2,Orange,Average,12,India
Gourmet Affaire's,1,New Delhi,Greater Kailash (GK) 2,"Bakery, Desserts, Ice Cream",300,rupees,No,Yes,No,No,1,3.4,Orange,Average,66,India
Hot N Chilly,1,New Delhi,Greater Kailash (GK) 2,North Indian,300,rupees,No,No,No,No,1,2.8,Orange,Average,14,India
Kabooze,1,New Delhi,Greater Kailash (GK) 2,"North Indian, Chinese, Continental",1900,rupees,Yes,Yes,No,No,3,3.3,Orange,Average,148,India
Koyla Kebab,1,New Delhi,Greater Kailash (GK) 2,"North Indian, Mughlai",650,rupees,No,Yes,No,No,2,3.1,Orange,Average,99,India
LaBont愆,1,New Delhi,Greater Kailash (GK) 2,Bakery,500,rupees,No,No,No,No,2,3.4,Orange,Average,17,India
MR.D - Deliciousness Delivered,1,New Delhi,Greater Kailash (GK) 2,"North Indian, Italian, Chinese",700,rupees,No,Yes,No,No,2,3.3,Orange,Average,148,India
Panda Wokk,1,New Delhi,Greater Kailash (GK) 2,"Chinese, Thai",950,rupees,Yes,Yes,No,No,2,3.4,Orange,Average,77,India
Relax Xpress,1,New Delhi,Greater Kailash (GK) 2,"North Indian, Mughlai, Chinese",650,rupees,No,Yes,No,No,2,3.2,Orange,Average,25,India
Rollplay,1,New Delhi,Greater Kailash (GK) 2,Fast Food,300,rupees,No,Yes,No,No,1,2.9,Orange,Average,7,India
Sagar Ratna,1,New Delhi,Greater Kailash (GK) 2,"South Indian, North Indian",700,rupees,No,Yes,No,No,2,2.7,Orange,Average,134,India
Spanish Delights,1,New Delhi,Greater Kailash (GK) 2,Ice Cream,200,rupees,No,No,No,No,1,3.1,Orange,Average,10,India
Subway,1,New Delhi,Greater Kailash (GK) 2,"American, Fast Food, Salad, Healthy Food",500,rupees,No,No,No,No,2,3.3,Orange,Average,96,India
The Beer Cafe,1,New Delhi,Greater Kailash (GK) 2,"Finger Food, North Indian, Italian",1250,rupees,Yes,No,No,No,3,3.4,Orange,Average,90,India
Tashan,1,New Delhi,Greater Kailash (GK) 2,Modern Indian,2000,rupees,Yes,No,No,No,4,4.6,Dark Green,Excellent,304,India
Amalfi,1,New Delhi,Greater Kailash (GK) 2,Italian,1800,rupees,Yes,No,No,No,3,3.9,Yellow,Good,484,India
Backkerei,1,New Delhi,Greater Kailash (GK) 2,"Bakery, Desserts",400,rupees,No,No,No,No,1,3.6,Yellow,Good,67,India
Beeryani,1,New Delhi,Greater Kailash (GK) 2,"North Indian, Biryani",700,rupees,No,Yes,No,No,2,3.8,Yellow,Good,136,India
Beijing Street,1,New Delhi,Greater Kailash (GK) 2,"Chinese, Thai, Fast Food",650,rupees,No,Yes,No,No,2,3.6,Yellow,Good,120,India
Bikanervala,1,New Delhi,Greater Kailash (GK) 2,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",550,rupees,No,Yes,No,No,2,3.5,Yellow,Good,272,India
Chaayos,1,New Delhi,Greater Kailash (GK) 2,"Cafe, Tea",400,rupees,No,Yes,No,No,1,3.8,Yellow,Good,68,India
China Garden,1,New Delhi,Greater Kailash (GK) 2,Chinese,1800,rupees,Yes,No,No,No,3,3.8,Yellow,Good,663,India
Chocolateria San Churro,1,New Delhi,Greater Kailash (GK) 2,"Bakery, Desserts, Fast Food",1000,rupees,Yes,Yes,No,No,3,3.8,Yellow,Good,594,India
Cocoberry,1,New Delhi,Greater Kailash (GK) 2,Desserts,300,rupees,No,Yes,No,No,1,3.5,Yellow,Good,66,India
Costa Coffee,1,New Delhi,Greater Kailash (GK) 2,Cafe,600,rupees,No,No,No,No,2,3.5,Yellow,Good,103,India
Country Curries,1,New Delhi,Greater Kailash (GK) 2,"North Indian, Bengali",800,rupees,No,Yes,No,No,2,3.5,Yellow,Good,139,India
Culinaire,1,New Delhi,Greater Kailash (GK) 2,"Chinese, Thai",1000,rupees,No,Yes,No,No,3,3.8,Yellow,Good,843,India
Defence Bakery,1,New Delhi,Greater Kailash (GK) 2,"Bakery, Fast Food",400,rupees,No,Yes,No,No,1,3.6,Yellow,Good,113,India
Diva - The Italian Restaurant,1,New Delhi,Greater Kailash (GK) 2,Italian,2500,rupees,Yes,Yes,No,No,4,3.8,Yellow,Good,372,India
Fig & Maple,1,New Delhi,Greater Kailash (GK) 2,"Continental, Italian",1650,rupees,Yes,No,No,No,3,3.8,Yellow,Good,42,India
Fitoor,1,New Delhi,Greater Kailash (GK) 2,"American, Italian, Mughlai, North Indian",1350,rupees,Yes,No,No,No,3,3.5,Yellow,Good,140,India
Giani's,1,New Delhi,Greater Kailash (GK) 2,"Ice Cream, Desserts",400,rupees,No,Yes,No,No,1,3.6,Yellow,Good,173,India
Happy Hakka,1,New Delhi,Greater Kailash (GK) 2,"Chinese, Asian, Thai",650,rupees,No,Yes,No,No,2,3.8,Yellow,Good,312,India
Mainland China,1,New Delhi,Greater Kailash (GK) 2,Chinese,1800,rupees,Yes,Yes,No,No,3,3.7,Yellow,Good,780,India
Mini Mughal,1,New Delhi,Greater Kailash (GK) 2,"North Indian, Mughlai",1200,rupees,Yes,No,No,No,3,3.5,Yellow,Good,256,India
Movenpick,1,New Delhi,Greater Kailash (GK) 2,"Ice Cream, Desserts",650,rupees,No,Yes,No,No,2,3.9,Yellow,Good,27,India
New York Slice - Express,1,New Delhi,Greater Kailash (GK) 2,"Pizza, Fast Food",800,rupees,No,Yes,No,No,2,3.6,Yellow,Good,160,India
Nirula's Ice Cream,1,New Delhi,Greater Kailash (GK) 2,"Desserts, Ice Cream",250,rupees,No,Yes,No,No,1,3.6,Yellow,Good,36,India
Not Just Paranthas,1,New Delhi,Greater Kailash (GK) 2,North Indian,1100,rupees,Yes,Yes,No,No,3,3.7,Yellow,Good,487,India
Nutritious Nation,1,New Delhi,Greater Kailash (GK) 2,"Healthy Food, Continental, Juices, Salad",900,rupees,No,Yes,No,No,2,3.5,Yellow,Good,352,India
Open Oven,1,New Delhi,Greater Kailash (GK) 2,"Bakery, Desserts, Fast Food",250,rupees,No,Yes,No,No,1,3.7,Yellow,Good,290,India
Starbucks,1,New Delhi,Greater Kailash (GK) 2,Cafe,700,rupees,No,No,No,No,2,3.5,Yellow,Good,132,India
Swagath,1,New Delhi,Greater Kailash (GK) 2,"North Indian, Chinese, South Indian, Seafood, Chettinad",1500,rupees,Yes,No,No,No,3,3.5,Yellow,Good,198,India
The Health Box,1,New Delhi,Greater Kailash (GK) 2,Healthy Food,600,rupees,No,Yes,No,No,2,3.5,Yellow,Good,124,India
Twisted Tacos,1,New Delhi,Greater Kailash (GK) 2,Mexican,650,rupees,No,Yes,No,No,2,3.8,Yellow,Good,173,India
Uber Lounge,1,New Delhi,Greater Kailash (GK) 2,"Continental, North Indian, Italian",2200,rupees,Yes,Yes,No,No,4,3.6,Yellow,Good,430,India
Yeti - The Himalayan Kitchen,1,New Delhi,Greater Kailash (GK) 2,"Tibetan, Nepalese",1300,rupees,No,No,No,No,3,3.7,Yellow,Good,807,India
Zai,1,New Delhi,Greater Kailash (GK) 2,"North Indian, Continental, Chinese",1550,rupees,Yes,Yes,No,No,3,3.8,Yellow,Good,302,India
Al Bake,1,New Delhi,Greater Kailash (GK) 2,"Lebanese, Chinese, Fast Food",300,rupees,No,No,No,No,1,2.4,Red,Poor,30,India
Artusi Ristorante e Bar,1,New Delhi,Greater Kailash (GK) 2,Italian,3000,rupees,Yes,No,No,No,4,4.1,Green,Very Good,496,India
Baris,1,New Delhi,Greater Kailash (GK) 2,"Turkish, Mediterranean, Middle Eastern",2000,rupees,Yes,No,No,No,4,4.3,Green,Very Good,43,India
Carnatic Cafe,1,New Delhi,Greater Kailash (GK) 2,South Indian,550,rupees,No,No,No,No,2,4.4,Green,Very Good,400,India
Chhalava - 鯻_Lava,1,New Delhi,Greater Kailash (GK) 2,"North Indian, Italian, Continental",1200,rupees,Yes,No,No,No,3,4.4,Green,Very Good,80,India
Dilli BC,1,New Delhi,Greater Kailash (GK) 2,"North Indian, Mughlai",700,rupees,No,Yes,No,No,2,4.1,Green,Very Good,267,India
Sumo Sushi,1,New Delhi,Greater Kailash (GK) 2,Sushi,1000,rupees,No,Yes,No,No,3,4.0,Green,Very Good,70,India
The Heroes Bistro & Bar,1,New Delhi,Greater Kailash (GK) 2,Continental,900,rupees,Yes,No,No,No,2,4.0,Green,Very Good,47,India
Whipped,1,New Delhi,Greater Kailash (GK) 2,"Bakery, Desserts",550,rupees,No,Yes,No,No,2,4.2,Green,Very Good,1125,India
Cafe Coffee Day,1,New Delhi,Greater Kailash (GK) 3,Cafe,450,rupees,No,No,No,No,1,3.2,Orange,Average,33,India
Paparazzi,1,New Delhi,Greater Kailash (GK) 3,"Continental, North Indian, Asian",1900,rupees,Yes,No,No,No,3,3.2,Orange,Average,7,India
Chehel Pehel,1,New Delhi,Greater Kailash (GK) 3,"North Indian, Mughlai",700,rupees,No,Yes,No,No,2,3.5,Yellow,Good,159,India
Cress Bistro,1,New Delhi,Greater Kailash (GK) 3,"North Indian, Mediterranean, Continental",1200,rupees,Yes,Yes,No,No,3,3.6,Yellow,Good,131,India
Frosted Heaven,1,New Delhi,Greater Kailash (GK) 3,"Bakery, Desserts",300,rupees,No,No,No,No,1,3.6,Yellow,Good,46,India
Baskin Robbins,1,New Delhi,Green Park,Ice Cream,300,rupees,No,Yes,No,No,1,2.9,Orange,Average,9,India
Behrouz Biryani,1,New Delhi,Green Park,Biryani,600,rupees,No,Yes,No,No,2,3.2,Orange,Average,51,India
Cafe Coffee Day,1,New Delhi,Green Park,Cafe,450,rupees,No,No,No,No,1,3.0,Orange,Average,4,India
Cakeatouille,1,New Delhi,Green Park,"Bakery, Desserts",800,rupees,No,No,No,No,2,3.3,Orange,Average,15,India
Chilli Singh,1,New Delhi,Green Park,"Chinese, Thai, Seafood",800,rupees,Yes,Yes,No,No,2,3.1,Orange,Average,7,India
Da Pizza Corner,1,New Delhi,Green Park,Pizza,600,rupees,No,No,No,No,2,2.9,Orange,Average,4,India
Domino's Pizza,1,New Delhi,Green Park,"Pizza, Fast Food",700,rupees,No,No,No,No,2,2.5,Orange,Average,238,India
Faasos,1,New Delhi,Green Park,"North Indian, Fast Food",600,rupees,No,Yes,No,No,2,2.8,Orange,Average,13,India
Gupta Ji Ka Dhaba,1,New Delhi,Green Park,North Indian,300,rupees,No,Yes,No,No,1,2.6,Orange,Average,49,India
Karim's,1,New Delhi,Green Park,"Mughlai, North Indian",750,rupees,Yes,Yes,No,No,2,3.3,Orange,Average,235,India
Let's Tango,1,New Delhi,Green Park,"North Indian, Fast Food",400,rupees,No,No,No,No,1,3.0,Orange,Average,5,India
Madras Cafe,1,New Delhi,Green Park,South Indian,300,rupees,No,No,No,No,1,2.5,Orange,Average,191,India
Nachos And Company,1,New Delhi,Green Park,Mexican,700,rupees,No,No,No,No,2,3.4,Orange,Average,14,India
Ovenstory Pizza,1,New Delhi,Green Park,"Pizza, Fast Food",500,rupees,No,Yes,No,No,2,3.3,Orange,Average,6,India
Pizza Hut,1,New Delhi,Green Park,"Italian, Pizza, Fast Food",1000,rupees,No,Yes,No,No,3,3.3,Orange,Average,276,India
Red Chilli,1,New Delhi,Green Park,"North Indian, Chinese",1500,rupees,Yes,Yes,No,No,3,3.1,Orange,Average,104,India
The Groghead,1,New Delhi,Green Park,"Italian, North Indian",1700,rupees,Yes,No,No,No,3,3.4,Orange,Average,267,India
The Tandoor,1,New Delhi,Green Park,"North Indian, Mughlai",600,rupees,No,Yes,No,No,2,3.4,Orange,Average,121,India
Twenty Ten - Ashtan Sarovar Portico,1,New Delhi,Green Park,"North Indian, Continental, Chinese",1000,rupees,Yes,No,No,No,3,3.3,Orange,Average,23,India
Adyar Ananda Bhavan,1,New Delhi,Green Park,"South Indian, North Indian, Street Food, Chinese, Mithai",500,rupees,No,Yes,No,No,2,3.5,Yellow,Good,368,India
Baked Love By Vatsala,1,New Delhi,Green Park,"Bakery, Desserts",720,rupees,No,No,No,No,2,3.6,Yellow,Good,38,India
Drums of Heaven,1,New Delhi,Green Park,"Chinese, Seafood, Thai",1800,rupees,Yes,Yes,No,No,3,3.5,Yellow,Good,234,India
Dunkin' Donuts,1,New Delhi,Green Park,"Burger, Desserts, Fast Food",600,rupees,No,Yes,No,No,2,3.7,Yellow,Good,431,India
Evergreen Sweet House,1,New Delhi,Green Park,"South Indian, North Indian, Chinese, Fast Food, Street Food, Mithai",450,rupees,No,No,No,No,1,3.5,Yellow,Good,1198,India
Gung The Palace,1,New Delhi,Green Park,Korean,2500,rupees,Yes,No,No,No,4,3.7,Yellow,Good,303,India
Keventers,1,New Delhi,Green Park,Beverages,250,rupees,No,No,No,No,1,3.5,Yellow,Good,16,India
La Seine -The Chocolate Emporium,1,New Delhi,Green Park,"Bakery, Desserts, Fast Food",300,rupees,No,Yes,No,No,1,3.8,Yellow,Good,25,India
Nagaland's Kitchen,1,New Delhi,Green Park,"Chinese, Thai, Seafood, Naga",1200,rupees,Yes,No,No,No,3,3.8,Yellow,Good,556,India
Pasta La Vista,1,New Delhi,Green Park,Cafe,600,rupees,No,Yes,No,No,2,3.8,Yellow,Good,95,India
Tamura,1,New Delhi,Green Park,Japanese,1500,rupees,Yes,No,No,No,3,3.5,Yellow,Good,163,India
The Chai Story,1,New Delhi,Green Park,Cafe,300,rupees,No,No,No,No,1,3.6,Yellow,Good,42,India
The Clay Oven,1,New Delhi,Green Park,"North Indian, Mughlai, Chinese",1200,rupees,Yes,Yes,No,No,3,3.5,Yellow,Good,181,India
Aazad Chicken Corner,1,New Delhi,Green Park,"Biryani, Mughlai",200,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Chaipiyoji,1,New Delhi,Green Park,"Tea, Fast Food",200,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Chatkara,1,New Delhi,Green Park,Street Food,200,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
HoG - House of Goodies,1,New Delhi,Green Park,"Bakery, Desserts",350,rupees,No,No,No,No,1,0.0,White,Not rated,3,India
Kettle & Kegs,1,New Delhi,Green Park,Tea,200,rupees,No,Yes,No,No,1,0.0,White,Not rated,0,India
Krishna Juice & Shakes Corner,1,New Delhi,Green Park,Juices,100,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Momolicious,1,New Delhi,Green Park,Fast Food,200,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Pastry Palace,1,New Delhi,Green Park,Bakery,500,rupees,No,No,No,No,2,0.0,White,Not rated,2,India
South Gate,1,New Delhi,Green Park,"North Indian, Chinese",850,rupees,No,No,No,No,2,0.0,White,Not rated,1,India
Sweet Bakes,1,New Delhi,Green Park,"Bakery, Desserts",550,rupees,No,No,No,No,2,0.0,White,Not rated,0,India
Sweet Sensations,1,New Delhi,Green Park,Bakery,300,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
The Pirates Of China Town,1,New Delhi,Green Park,Chinese,350,rupees,No,No,No,No,1,0.0,White,Not rated,3,India
Hot n Hot,1,New Delhi,Green Park,"Chinese, Fast Food",450,rupees,No,No,No,No,1,2.4,Red,Poor,23,India
Feng Shuii,1,New Delhi,Green Park,"Thai, Chinese",1200,rupees,Yes,Yes,No,No,3,4.3,Green,Very Good,31,India
Bikaner Sweets,1,New Delhi,GTB Nagar,"Mithai, Street Food, Fast Food",250,rupees,No,No,No,No,1,2.8,Orange,Average,10,India
Coalition Cafe,1,New Delhi,GTB Nagar,Cafe,800,rupees,No,No,No,No,2,3.4,Orange,Average,34,India
Keventers,1,New Delhi,GTB Nagar,Beverages,400,rupees,No,No,No,No,1,3.0,Orange,Average,5,India
Mid Night Khana,1,New Delhi,GTB Nagar,"North Indian, Fast Food",400,rupees,No,Yes,No,No,1,3.3,Orange,Average,30,India
Ministry of Cafe,1,New Delhi,GTB Nagar,"North Indian, Chinese, Continental, Italian",1000,rupees,Yes,Yes,No,No,3,3.3,Orange,Average,79,India
Officer's Kitchen,1,New Delhi,GTB Nagar,"North Indian, Chinese",300,rupees,No,No,No,No,1,3.3,Orange,Average,27,India
Oh Boy Lounge,1,New Delhi,GTB Nagar,"North Indian, Chinese, Continental",1000,rupees,No,No,No,No,3,3.1,Orange,Average,5,India
Sahni's Fish Corner,1,New Delhi,GTB Nagar,North Indian,450,rupees,No,No,No,No,1,3.0,Orange,Average,6,India
Sardar A Pure Meat Shop,1,New Delhi,GTB Nagar,"Raw Meats, Fast Food, North Indian",150,rupees,No,No,No,No,1,2.9,Orange,Average,5,India
Singh Mutton & Chicken Shop,1,New Delhi,GTB Nagar,"Raw Meats, Fast Food",300,rupees,No,No,No,No,1,3.0,Orange,Average,4,India
The Mashup,1,New Delhi,GTB Nagar,Fast Food,1100,rupees,No,No,No,No,3,3.2,Orange,Average,12,India
Vaishnu Bhojanalaya,1,New Delhi,GTB Nagar,North Indian,150,rupees,No,No,No,No,1,3.1,Orange,Average,13,India
Central Perk,1,New Delhi,GTB Nagar,"Cafe, Chinese, Italian",500,rupees,No,Yes,No,No,2,3.8,Yellow,Good,82,India
Diet Dabba,1,New Delhi,GTB Nagar,"Healthy Food, Juices, Salad",250,rupees,No,Yes,No,No,1,3.7,Yellow,Good,37,India
Mama's Buoi,1,New Delhi,GTB Nagar,"North Indian, Continental, Italian",1000,rupees,Yes,No,No,No,3,3.9,Yellow,Good,373,India
New Vikrant Restaurant,1,New Delhi,GTB Nagar,"North Indian, Mughlai, Chinese",550,rupees,No,No,No,No,2,3.5,Yellow,Good,90,India
The Vintage Avenue,1,New Delhi,GTB Nagar,"North Indian, Chinese, Continental, Italian",800,rupees,Yes,Yes,No,No,2,3.9,Yellow,Good,1439,India
Apna Punjabi Zayka,1,New Delhi,GTB Nagar,North Indian,500,rupees,No,No,No,No,2,0.0,White,Not rated,1,India
Best Biryani Centre,1,New Delhi,GTB Nagar,Biryani,350,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Delhi Chaat Bhandar,1,New Delhi,GTB Nagar,"Fast Food, Chinese",150,rupees,No,No,No,No,1,0.0,White,Not rated,1,India
Encounter,1,New Delhi,GTB Nagar,"North Indian, Finger Food",800,rupees,Yes,No,No,No,2,0.0,White,Not rated,1,India
Flavour's,1,New Delhi,GTB Nagar,Fast Food,200,rupees,No,No,No,No,1,0.0,White,Not rated,1,India
Food Adda,1,New Delhi,GTB Nagar,"North Indian, Italian, Chinese",200,rupees,No,No,No,No,1,0.0,White,Not rated,1,India
Friends Fast Food,1,New Delhi,GTB Nagar,"Chinese, Fast Food",300,rupees,No,No,No,No,1,0.0,White,Not rated,2,India
Hot & Pot,1,New Delhi,GTB Nagar,"Chinese, Fast Food",250,rupees,No,No,No,No,1,0.0,White,Not rated,1,India
Lucky Corner Shop,1,New Delhi,GTB Nagar,Fast Food,200,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Mahesh Shudh Vaishno Bhojanalya,1,New Delhi,GTB Nagar,North Indian,100,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Piper's & Grill - The Night Chef,1,New Delhi,GTB Nagar,"North Indian, Chinese, Continental",500,rupees,No,No,No,No,2,0.0,White,Not rated,0,India
RAM-G Samose Wale,1,New Delhi,GTB Nagar,Street Food,100,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Shubham Vaishno Bhojanalya,1,New Delhi,GTB Nagar,North Indian,100,rupees,No,No,No,No,1,0.0,White,Not rated,1,India
Shudh Vaishno Bhojanalaya,1,New Delhi,GTB Nagar,North Indian,200,rupees,No,No,No,No,1,0.0,White,Not rated,1,India
Shudh Vaishno Dhaba,1,New Delhi,GTB Nagar,North Indian,200,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Singh Chicken,1,New Delhi,GTB Nagar,"North Indian, Mughlai",500,rupees,No,No,No,No,2,0.0,White,Not rated,0,India
Spezia Deliveries,1,New Delhi,GTB Nagar,"North Indian, Continental, Chinese",900,rupees,No,No,No,No,2,0.0,White,Not rated,2,India
TAG,1,New Delhi,GTB Nagar,"Cafe, Continental, Chinese",500,rupees,No,No,No,No,2,0.0,White,Not rated,0,India
UFO,1,New Delhi,GTB Nagar,"Fast Food, Street Food, Beverages",500,rupees,No,Yes,No,No,2,0.0,White,Not rated,2,India
Urban Patty House,1,New Delhi,GTB Nagar,Fast Food,200,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Big Yellow Door,1,New Delhi,GTB Nagar,"Cafe, Fast Food, Italian",600,rupees,No,No,No,No,2,4.3,Green,Very Good,214,India
Amritsar Juction,1,New Delhi,Gujranwala Town,"North Indian, Chinese",450,rupees,No,No,No,No,1,3.1,Orange,Average,13,India
Bawarchi,1,New Delhi,Gujranwala Town,"North Indian, Chinese",450,rupees,No,No,No,No,1,3.3,Orange,Average,32,India
Bawarchi,1,New Delhi,Gujranwala Town,"North Indian, Mughlai",600,rupees,No,No,No,No,2,3.3,Orange,Average,35,India
